PrescriptionStatus,ImageUrl,Name,Manufacturer,ActiveSubstance,Price,OldPrice,DrugUrl
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/BLmONJYBbTelyQYwvW4W-300x167,Тиоктовая кислота-Виал Таблетки 300 мг 30 шт,Южфарм,Тиоктовая кислота,383,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/tioktovaja-kislotavial-0-3-n30-tabl-p-plen-oboloch-643464/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/ym_EkJYBd_a3PeeG69A5-300x300,"Лусефи Таблетки 2,5 мг 30 шт",СЕРВЬЕ РУС,Лусеоглифлозин,3525,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/lusefi-2-5mg-tabl-p-pl-ob-n30-665537/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/B8knu5UBAi6hE-ZkdRfi-300x200,Метформин-Реневал Таблетки 500 мг 60 шт,Обновление,Метформин,137,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-reneval-tabl-p-pl-ob-500mg-n60-651269/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/vYgmu5UBJVujGJtQ5urx-300x200,Метформин-Реневал Таблетки 1000 мг 60 шт,Обновление,Метформин,235,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-reneval-tabl-p-pl-ob-1000mg-n60-651459/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/aJQfJZoBQ0PhHzbL8d6h-300x300,Форметин Таблетки 1000 мг 60 шт,Фармстандарт,Метформин,216,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/formetin-tab-1g-60-41004/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Fb4lu5UBJVujGJtQtHGt-300x215,Тиоктовая кислота-Озон Таблетки 300 мг 30 шт,Озон,Тиоктовая кислота,492,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/tioktovaja-kislota-tabl-p-p-o-300mg-30-590358/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/hrQlu5UB5yfJBvc37PY6-300x300,Глипвило Мет Таблетки 50 мг + 1000 мг 60 шт,КРКА,Вилдаглиптин,1602,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glipvilo-met-0-05-1-0-n60-tabl-p-plen-oboloch-648805/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/20OztZUBybk0vr4zqs_r-300x300,Новомикс 30 ФлексПен Суспензия для подкожного введения 100 ед/мл шприц-ручка 3 мл 5 шт,Ново Нордиск,Инсулин аспарт двухфазный,2184,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/novomiks-30-flekspen-susp-d-in-100ed-ml-shpricruchka-3ml-n5-36880/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/RAZBbpsBOkTyP3bfb-6H-300x299,Энлигрия Раствор для подкожного введения 6 мг/мл 3 мл шприц-ручка 1 шт,МЕДСИНТЕЗ ЗАВОД,Лираглутид,7264,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/enligrija-0-006-ml-3ml-n1-shpricruchka-rr-p-k-665712/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/fFhstZUBrbRC1cy5iqnG-300x300,Глидиаб МВ Таблетки 30 мг 60 шт,Акрихин,Гликлазид,275,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glidiab-mv-tabl-30mg-n60-26115/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/fAki-pcB2BGN4fsdzefE-300x197,Ситаглиптин Таблетки 100 мг 30 шт,Макиз-Фарма,Ситаглиптин,490,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sitagliptin-tabl-p-o-plen-100-mg-kh30-665828/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/YWFZq5YBuDZ3SNYhPKSA-300x300,Вилдаглиптин Гликвитабс Таблетки 50 мг 30 шт,Фармстандарт,Вилдаглиптин,540,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildagliptin-glikvitabs-0-05-n30-tabl-665684/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/jn6MuJUBybk0vr4zkRuC-300x300,Голда МВ Таблетки 30 мг 60 шт,Фармасинтез,Гликлазид,230,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/golda-mv-tabl-30mg-60-205379/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/fIBTtZUB4hniyrJCdJIj-300x300,Глюкованс Таблетки 5 мг + 500 мг 30 шт,МЕРК,Глибенкламид+Метформин,525,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljukovans-tabl-p-o-500mg-5mg-n30-19467/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/poUsu5UB5yfJBvc3ms6C-246x300,Октолипен Капсулы 300 мг 60 шт,Фармстандарт,Тиоктовая кислота,794,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/oktolipen-0-3-n60-kaps-647423/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/KnZDuZUBVT-7ZLtgIuDi-300x300,Метформин Лонг-Озон Таблетки с пролонгированным высвобождением 750 мг 60 шт,Озон,Метформин,522,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-long-tabl-p-v-750mg-60-210456/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/UMOMupUBu1bHOSl1kbkJ-300x213,Агарта Мет Таблетки 50 мг + 850 мг 60 шт,Гедеон Рихтер,Вилдаглиптин+Метформин,1804,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/agarta-met-tabl-p-pl-ob-50mg-850mg-n60-643136/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Gd3it5UBybk0vr4zfp8m-300x300,"Випдомет таблетки 12,5 мг + 500 мг 56 шт",Штада,Алоглиптин+Метформин,2542,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vipdomet-tabl-p-o-12mg-500mg-n56-194253/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/q4ZgtZUB4hniyrJCGlP0-300x300,Пурегон Пэн ручка-инжектор для введения лекарственных средств 1 шт,МСД ФАРМАСЬЮТИКАЛС,,1471,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/puregon-ruchka-n1-up-23207/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/_PiUNJYBxKCw1vHsri7U-300x300,Мелитид Раствор для подкожного введения 6 мг/мл шприц-ручка - 3 мл 1 шт,ЭсЭйч Фарма,Лираглутид,4776,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/melitid-rr-dlja-p-k-vved-6mg-ml-shpricruchka-3ml-1-658797/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/pF8LupUBarzHQIadAwQm-139x300,РинГлар Раствор для подкожного введения 100 ед/мл 3 мл картридж + Шприц-ручка ринастра II 5 шт,Герофарм,Инсулин гларгин,3342,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/ringlar-100ed-ml-3ml-n5-kartridzh-shpricruchka-rinastra-ii-rr-p-k-344215/
,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/5DYyupUBRjkwyzW359pU-300x203,КардиоАктив Таурин Таблетки 500 мг 120 шт,Эвалар,Таурин,1126,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/kardioaktiv-taurin-0-5-n120-tabl-619543/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/H2FNdpgBHhsKBsZeA7sN-300x300,Вилдаглиптин Таблетки 50 мг 28 шт,Алиум,Вилдаглиптин,728,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildagliptin-0-05-n28-tabl-643691/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/9ESqupUBRjkwyzW3tba5-300x265,"Десмопрессин Таблетки 0,2 мг 30 шт",Озон,,1564,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/desmopressin-tabl-0-2mg-30-590252/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/-67O_JYBq8r59MNXd4d4-300x232,Амарил Таблетки 3 мг 30 шт,Санофи,Глимепирид,1641,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/amaril-tabl-3mg-n30-31494/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/UsP9tZUBybk0vr4zvwZF-300x300,Глидиаб Таблетки 80 мг 60 шт,Акрихин,Гликлазид,171,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glidiab-tabl-80mg-n60-43724/
,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/6UHOtpUB4hniyrJCwk5K-300x300,Solgar Модуляторы глюкозы Таблетки 60 шт,Solgar,,2929,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/solgar-kompleks-moduljatora-gljukozy-tabl-n60-49330/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/1fyptZUBrbRC1cy5lNJ5-300x300,"Минирин Таблетки 0,1 мг 30 шт",Фармстандарт,Десмопрессин,890,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/minirin-tabl-0-1mg-n30-35642/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/UCclu5UBJVujGJtQXg1Z-300x300,Глибенкламид+Метформин-Озон Таблетки 5 мг+500 мг 60 шт,Озон,Глибенкламид+Метформин,751,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glibenklamid-metformin-0-005-0-5-n60-tabl-p-plen-oboloch-blister-618484/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/J-CpupUBRjkwyzW3UaHB-300x300,Биосулин Р Раствор для инъекций 100 ЕД/мл картридж + шприц-ручка 3 мл 5 шт,Фармстандарт,Инсулин-изофан [человеческий генно-инженерный],2197,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/biosulin-r-100ed-ml-3ml-n5-kartridzh-shpricruchka-biomatikpen-2-rr-d-in-599793/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/yZJsupUBu1bHOSl1BvDX-300x169,Форсиглекс Таблетки 850 мг + 50 мг 56 шт,Польфарма,Метформин+Ситаглиптин,1303,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/forsigleks-tabl-p-o-850mg-50mg-n56-639333/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/P6eONJYBbTelyQYwXbl7-300x300,Мерифатин МВ Таблетки с пролонгированным высвобождением 1000 мг 60 шт,Фармасинтез,Метформин,599,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/merifatin-mv-tab-prolong-1000mg-60-660472/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/vYouJZoBy6WW8PWFi_Py-300x300,Форметин лонг Таблетки с пролонгированным высвобождением 750 мг 60 шт,Фармстандарт,Метформин,482,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/formetin-long-tabl-s-prolong-vysvob-pok-p-o-750-mg-60-590104/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/F6gvJZoBy6WW8PWFxn1b-300x300,Форметин Лонг Таблетки с пролонгированным высвобождением 1000 мг 60 шт,Фармстандарт,Метформин,575,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/formetin-long-1-0-n60-tabl-prolong-vysvob-p-plen-oboloch-596173/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/3MtBBZwB-jufNU_rHEJa-300x212,Глимепирид таблетки 4 мг 90 шт,Фармпроект,Глимепирид,1467,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tabl-4mg-n90-634384/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/6wyMuJUB4hniyrJCVYbJ-300x297,Мерифатин Таблетки 850 мг 60 шт,Фармасинтез,Метформин,163,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/merifatin-tabl-p-o-850mg-60-205382/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/tU-NuJUBybk0vr4zv7U3-300x203,Соликва Солостар Раствор 100 ед/мл + 50 мкг/мл 3 мл 3 шт,Санофи,Инсулин гларгин+Ликсисенатид,4783,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/solikva-solostar-100ed-ml-50mkg-ml-3ml3-198702/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Pwg_uZUB4hniyrJCXsvJ-300x186,"Випдомет 850 мг Таблетки покрытые пленочной оболочкой 12,5 мг + 850 мг 56 шт",Штада,Алоглиптин+Метформин,2476,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vipdomet-tabl-p-pl-o-12-5mg-850mg-n56-300579/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/YdqRupUBu1bHOSl10mdI-300x250,Вилдус Таблетки 50 мг 28 шт,Белупо,Вилдаглиптин,457,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildus-tab-50mg-28-645209/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/11iQNJYBbTelyQYw0Rfn-300x300,Росинсулин М микс 30/70 Суспензия для подкожного введения 100МЕ/мл 3 мл 5 шт,МЕДСИНТЕЗ ЗАВОД,,1321,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rosinsulin-m-miks-30-70-100me-ml-3ml-n5-kartr-susp-600705/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/DgAgJZoBmzc5Xblz6vIx-300x300,Форметин Таблетки 850 мг 60 шт,Фармстандарт,Метформин,171,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/formetin-tb-850mg-n60-41006/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Yq1yuZUB7vQMbYfxKW0Y-239x300,Мерифатин МВ Таблетки 500 мг 60 шт,Фармасинтез,Метформин,346,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/merifatin-mv-tab-prolong-500mg-60-333876/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/hOP4tZUBybk0vr4zTCFL-300x300,"Комбоглиз Пролонг Таблетки с модифицированным высвобождением покрытые пленочной оболочкой 1000 мг + 2,5 мг 56 шт",AstraZeneca,Метформин+Саксаглиптин,3578,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/kombogliz-prolong-tabl-p-pl-ob-1000mg-2-5mg-n56-43348/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/zuqQupUBu1bHOSl1-XUD-300x241,Вилдус Таблетки 50 мг 56 шт,Белупо,Вилдаглиптин,854,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildus-tab-50mg-56-644695/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/QlDiupUBRjkwyzW3glRz-300x300,Глипвило Таблетки 50 мг 28 шт,КРКА,Вилдаглиптин,450,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glipvilo-tabl-50mg-n28-647321/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/XlmHyJkBu6LHc-yH3otH-300x252,"Глибенкламид Таблетки 3,5 мг 120 шт",Озон,Глибенкламид,158,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glibenklamid-tab-3-5mg-120-588677/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/gbDtupUBarzHQIadfp4_-300x171,Сиглетик-Акрихин Таблетки 100 мг 28 шт,Акрихин,Ситаглиптин,946,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sigletikakrikhin-tabl-p-o-100mg-n28-650734/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/pHQwJZoBmzc5Xblznpwc-300x300,Форметин Таблетки с пролонгированным высвобождением 500 мг 60 шт,Фармстандарт,Метформин,378,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/formetin-long-0-5-n60-tabl-prolong-vysvob-p-plen-oboloch-602431/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/I-xsu5UBAi6hE-Zk5uYJ-300x197,Ситагликс МЕТ Таблетки 1000 мг + 50 мг 60 шт,ИЗВАРИНО ФАРМА,,1060,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sitagliks-met-1-0-0-05-n60-tabl-p-plen-oboloch-660799/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/-P6c4pkBjIJXAzWhwhIl-300x300,"Набор из двух упаковок Семавик Раствор 1,34 мг/мл картридж 3 мл в шприц-ручке 1 шт + иглы 4 шт",,,9750,10750,https://gorzdrav.org/category/sredstva-ot-diabeta/p/bundle_semavik-rr-p-k-vved-1-34mg-ml-kartridzh-3ml-v-shpricruchke-n1-s-iglami-4sht-642212-2/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/B5lBupUBRjkwyzW3TFfO-300x300,Росинсулин Р Раствор для инъекций Медсинтез картридж в шприц-ручке КомфортПен 100МЕ/мл 3 мл 5 шт,МЕДСИНТЕЗ ЗАВОД,Инсулин растворимый [человеческий генно-инженерный],1713,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rosinsulin-r-medsintez-100me-ml-3ml-n5-kartridzh-v-shpricruchke-rosinsulin-komfortpen-rr-d-624833/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/XJ3gt5UB4hniyrJCop2U-300x300,Ринсулин Р Раствор для инъекций 100 МЕ/мл 5 шт,Герофарм,Инсулин растворимый [человеческий генно-инженерный],1192,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rinsulin-r-rr-d-in-3ml-100me-ml-n5-192877/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/OVxTtZUBybk0vr4zlAjH-300x300,"Глюкованс Таблетки покрытые оболочкой 2,5 мг + 500 мг 30 шт",МЕРК,Глибенкламид+Метформин,542,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljukovans-tabl-p-o-500mg-2-5mg-n30-19466/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/leqnupUBRjkwyzW3XP-_-300x193,Антиква Рапид Таблетки диспергируемые в полости рта 60 мкг 30 шт,Фармстандарт,Десмопрессин,1534,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/antikva-rapid-60mkg-n30-tabl-disperg-v-polosti-rta-600811/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/1DV1oZoBoUQ5hSsJBEW6-300x300,"Семавик Раствор для подкожного введения 1,34 мг/мл шприц-ручка 3 мл 1 шт + иглы 4 шт",Герофарм,Семаглутид,5375,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/semavik-rr-p-k-vved-1-34mg-ml-kartridzh-3ml-v-shpricruchke-n1-s-iglami-4sht-642212/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/3nCwuZUB7vQMbYfxLLxm-300x197,Глимепирид-Озон Таблетки 2 мг 30 шт,Озон,Глимепирид,380,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tab-2mg-30-331205/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/yu2ONJYBbTelyQYwnEnq-300x300,Росинсулин Р Раствор для инъекций 100 МЕ/мл 5 мл 5 шт,МЕДСИНТЕЗ ЗАВОД,Инсулин растворимый [человеческий генно-инженерный],1276,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rosinsulin-r-100me-ml-5ml-n5-flak-rr-d-in-600837/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/xYOhupUBRjkwyzW3RKsy-300x300,Метформин-СЗ Таблетки с пролонгированным высвобождением 1000 мг 60 шт,Северная Звезда,Метформин,475,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metforminsz-1-0-n60-tabl-prolong-vysvob-625453/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/vz-aNJYBbTelyQYwLFmE-300x203,Глиптозан Таблетки 100 мг 30 шт,Гротекс,Ситаглиптин,798,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gliptozan-0-1-n30-tabl-p-plen-oboloch-649081/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/-Spsu5UBAi6hE-ZkjoAA-300x216,Илдиглип Таблетки 50 мг 60 шт,ИЗВАРИНО ФАРМА,,1429,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/ildiglip-0-05-n60-tabl-652893/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/pwuMuJUBybk0vr4zjdJS-149x300,Мерифатин таблетки 500 мг 60 шт,Фармасинтез,Метформин,100,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/merifatin-tabl-p-o-500mg-60-205383/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/qDt9u5UBRnED4k9iQROr-300x233,Итилокт БВ Таблетки покрытые пленочной оболочкой 600 мг 30 шт,Гротекс,Тиоктовая кислота,1082,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/itilokt-bv-0-6-n30-tabl-p-plen-oboloch-flak-659534/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Uw4rTZwBOkTyP3bfyoRh-300x300,Глимепирид Таблетки 2 мг 90 шт,Пранафарм,Глимепирид,460,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-0-002-n90-tabl-blister-667518/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/_I-HyJkBBFTqaCxSP50Q-300x253,Глибенкламид Таблетки 5 мг 120 шт,Озон,Глибенкламид,125,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glibenklamid-tab-5mg-120-588678/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/lpRABZwBOkTyP3bfpfMr-300x212,Глимепирид ФП Таблетки 4 мг 30 шт,Фармпроект,Глимепирид,355,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-0-004-n30-tabl-farmproekt-258827/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/GEiruZUBVT-7ZLtgyJ57-300x300,Глимекомб таблетки 40 мг + 500 мг 60 шт,Акрихин,Гликлазид+Метформин,749,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimekomb-tab-40-mg-500-mg-60-44195/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Us4dJZoBQ0PhHzbLgmYA-300x300,Форметин таблетки 500мг 60 шт,Фармстандарт,Метформин,117,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/formetin-tab-500mg-60-30402/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/M7bWtZUBrbRC1cy5oXHe-300x300,Амарил Таблетки 4 мг 90 шт,Санофи,Глимепирид,5511,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/amaril-tabl-4mg-n90-40377/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/BTN3t5UBybk0vr4zlIFX-300x225,Диабефарм МВ Таблетки 30 мг 60 шт,Фармакор Продакшн,Гликлазид,235,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/diabefarm-mv-tab-s-modif-vysvob-30mg-60-36943/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/g4mMupUBRjkwyzW3cRmd-300x213,Агарта Мет Таблетки 50 мг + 1000 мг 60 шт,Гедеон Рихтер,Вилдаглиптин+Метформин,2122,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/agarta-met-tabl-p-pl-ob-50mg-1000mg-n60-643205/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Cc6OuJUBybk0vr4zZgnY-300x252,Метформин Таблетки покрытые пленочной оболочкой 850 мг 60 шт,Рафарма,Метформин,183,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-tabl-p-pl-ob-850mg-60-205276/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/jnGvuZUBVT-7ZLtg-3Iv-300x300,Глимепирид-Озон Таблетки 4 мг 30 шт,Озон,Глимепирид,567,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tab-4mg-30-331207/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/L45qu5UBAi6hE-Zk4Vlb-300x216,Илдиглип Таблетки 50 мг 30 шт,ИЗВАРИНО ФАРМА,,741,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/ildiglip-0-05-n30-tabl-652119/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/1YqQuJUBybk0vr4zRl1c-300x222,Метформин Таблетки покрытые пленочной оболочкой 500 мг 60 шт,Рафарма,Метформин,144,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-tabl-p-pl-ob-500mg-60-205275/
,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/ispHfZgBEl21vw0W4rgX-300x300,Дибикор Таблетки 250 мг 60 шт,ПИК-Фарма,Таурин,471,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/dibikor-tabl-250mg-n60-33451/
,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/1eIuupUBsYtKaeUW4gjo-300x277,Липоевая кислота Таблетки 30 мг 60 шт,Квадрат-С,,304,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/lipoevaya-kislota-tab-30mg-n60-kvadrat-s-609769/
