PrescriptionStatus,ImageUrl,Name,Manufacturer,ActiveSubstance,Price,OldPrice,DrugUrl
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/0g_quZUBVT-7ZLtgDJLU-300x200,Инкресинк Таблетки 25 мг + 30 мг 28 шт,Такеда Фармасьютикалс,Алоглиптин+Пиоглитазон,1982,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/inkresink-0-025-0-03-n28-tabl-p-plen-oboloch-337784/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/SPdCuZUBVT-7ZLtg1In8-300x214,Метформин Лонг-Озон Таблетки с пролонгированным высвобождением 1000 мг 60 шт,Озон,Метформин,600,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-long-tabl-p-v-1000mg-60-210452/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/aKdWtZUB4hniyrJCfC8b-300x283,Тиогамма Таблетки покрытые пленочной оболочкой 600 мг 60 шт,Вёрваг,Тиоктовая кислота,2018,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/tiogamma-tabl-p-o-600mg-n60-20786/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/SzAOoZcB2BGN4fsdFU6q-300x300,Онглиза Таблетки покрытые пленочной оболочкой 5 мг 30 шт,AstraZeneca,Саксаглиптин,2016,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/ongliza-tabl-p-o-5mg-n30-40083/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/z_dfu5UBAi6hE-ZkEnKK-300x208,Сиофор Лонг Таблетки с пролонгированным высвобождением 1000 мг 60 шт,Berlin-Chemie,,520,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/siofor-long-tab-prolong-1000mg-n60-663839/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/BVbit5UB_o6zmeq9PfmH-300x300,"Випдомет таблетки 12,5 мг + 1000 мг 56 шт",Штада,Алоглиптин+Метформин,2517,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vipdomet-tabl-p-o-12mg-1000mg-n56-194254/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/k_actZUBybk0vr4zdPYJ-300x300,Амарил таблетки 4 мг 30 шт,Санофи,Глимепирид,2121,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/amaril-tabl-4mg-n30-34491/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/_BIkupUBarzHQIadXdp6-300x300,Асиглия Мет Таблетки 1000 мг + 50 мг 56 шт,КРКА,Метформин+Ситаглиптин,1158,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/asiglija-met-1-0-0-05-n56-tabl-p-plen-oboloch-626426/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/UDUEu5UB5yfJBvc3SopZ-172x300,Райзодег 100 ЕД/мл раствор для подкожного введения картридж+шприц-ручка Флекспен 5 шт,Ново Нордиск,Инсулин деглудек+Инсулин аспарт,3264,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rajzodeg-100ed-ml-3ml-n5-kartridzh-v-shpricruchke-flekspen-rr-p-k-635961/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/pNjWt5UBybk0vr4zTZ2r-300x300,Кселевия таблетки 100 мг 28 шт,Berlin-Chemie,Ситаглиптин,1362,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/kselevija-tabl-p-o-100mg-n28-194007/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/XpONuJUBybk0vr4zTHP_-300x204,Соликва Солостар Раствор 100 ед/мл + 33 мкг/мл 3 мл 3 шт,Санофи,Инсулин гларгин+Ликсисенатид,3907,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/solikva-solostar-100ed-ml-33mkg-ml-3ml3-198703/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/ltTJt5UB_o6zmeq9_Gsb-300x300,Инвокана 300 мг Таблетки покрытые пленочной оболочкой 30 шт,Янссен,Канаглифлозин,5352,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/invokana-tabl-p-p-o-300mg-30-191065/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/NlbctZUBrbRC1cy5eyOL-300x300,Глимепирид-Вертекс Таблетки 4 мг 30 шт,Вертекс,Глимепирид,455,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-verte-tabl-4mg-n30-40808/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/vMYquZUB4hniyrJCN1gQ-300x300,Гликлазид МВ-Озон Таблетки с модифицированным высвобождением 60 мг 30 шт,Озон,Гликлазид,238,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gliklazid-mv-tab-modif-v-60mg-30-207712/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/rA6qupUBRjkwyzW3-eAZ-300x185,Энлигрия Раствор для подкожного введения 6 мг/мл шприц-ручка 3 мл 5 шт,Промомед,Лираглутид,27392,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/enligrija-0-006-ml-3ml-n5-shpricruchka-rr-p-k-646958/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/1sBzt5UB4hniyrJC3m_t-300x300,Глюкофаж Лонг 1 г Таблетки пролонгированного действия 30 шт,Нанолек,Метформин,377,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljukofazh-long-tab-prolong-dja-1000mg30-68198/
,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/WbYfS5sB-jufNU_rTtLL-300x300,Дибикор Таблетки 500 мг 90 шт,ПИК-Фарма,Таурин,990,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/dibikor-0-5-n90-tabl-670269/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/9420tZUBrbRC1cy5utz7-300x300,Тиоктацид БВ Таблетки 600 мг 100 шт,Меда Фарма,Тиоктовая кислота,3422,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/tioktacid-tabl-p-pl-ob-600mg-n100-36922/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/bzImu5UB5yfJBvc3HNob-300x200,Метформин-Реневал Таблетки 850 мг 60 шт,Обновление,Метформин,187,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-reneval-tabl-p-pl-ob-850mg-n60-651278/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/uFWitZUBrbRC1cy5Q_U_-300x300,Амарил Таблетки 2 мг 30 шт,Санофи,Глимепирид,1152,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/amaril-tabl-2mg-n30-34938/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/LSFdtZUBrbRC1cy5Np_J-300x300,"Глибомет Таблетки покрытые пленочной оболочкой 2,5 мг + 400 мг 40 шт",Berlin-Chemie,Глибенкламид+Метформин,837,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glibomet-tabl-p-o-n40-22818/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/v9vtt5UB4hniyrJCoaCT-300x169,Велметия Таблетки покрытые оболочкой 1000мг + 50мг 56 шт,Берлин-Фарма,Метформин+Ситаглиптин,3240,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/velmetija-tabl-p-o-1000mg-50mg-56-198382/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/3kwuupUBRjkwyzW3EUvi-272x300,Гликлазид МВ-Озон Таблетки с модифицированным высвобождением 30 мг 60 шт,Озон,Гликлазид,204,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gliklazid-mv-tab-modifv-30mg-60-588711/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/fFkrupUBsYtKaeUWEwSu-300x201,Метформин-Озон таблетки 500 мг 60 шт,Озон,Метформин,102,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/novyj-tovar-548107/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/TUFKfZgBEl21vw0W-OBA-300x300,Элькар Раствор для инъекций 100 мг/мл 5 мл 10 шт,ПИК-Фарма,Левокарнитин,759,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/elkar-rr-d-in-v-v-v-m-0-1-ml-5ml-n10-62969/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/HcvWuZUB7vQMbYfxIJAy-300x188,Тиоктовая кислота-Вертекс Таблетки покрытые пленочной оболочкой 600 мг 28 шт,Вертекс,Тиоктовая кислота,1024,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/tioktovaja-kislotaverteks-tabletki-600-mg-28-sht-263879/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/5BMHuZUB4hniyrJCX99w-300x300,Метформин-Озон Таблетки 850 мг 60 шт,Озон,Метформин,175,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metforminozon-tab-850mg-60-43832/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/RgGMuJUB4hniyrJCf-89-168x300,Голда МВ Таблетки 60 мг 30 шт,Фармасинтез,Гликлазид,243,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/golda-mv-tabl-60mg-30-205380/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/vK9BupUBRjkwyzW3l4G0-300x270,"Туджео СолоСтар Раствор для подкожного введения 300 ЕД/мл 1,5 мл 5 шт",Санофи,Инсулин гларгин,5226,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/tudzheo-solostar-rr-d-i-300ed-ml-1-5ml-n5-584638/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/acCRupUBu1bHOSl1U1ab-300x300,Вилдаглиптин-Озон Таблетки 50 мг 28 шт,Озон,Вилдаглиптин,679,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildagliptin-tabl-50mg-n28-643681/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/9wm5tZUB4hniyrJCxES7-300x300,Глюкофаж Лонг 750 мг Таблетки пролонгированного действия 30 шт,Нанолек,Метформин,286,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljukofazh-long-tabl-p-o-750mg-n30-37497/
,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/u0obdpgBEl21vw0WEr3w-300x240,"Эвалар Олиджим Таблетки массой 0,52 г 100 шт",Эвалар,,1114,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/olidzhim-tabl-0-52g-n100-36292/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/TUDgt5UBybk0vr4zolh6-300x300,Ринсулин НПХ Суспензия для подкожного введения картридж 100 ме/мл 3 мл 5 шт,Герофарм,Инсулин-изофан [человеческий генно-инженерный],1147,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rinsulin-npkh-susp-d-p-k-vv-100-me-ml-kartridzh-3ml-n5-194235/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/wB03tpUB4hniyrJCTziE-300x300,Минирин Мелт Таблетки-лиофилизат 60 мкг 30 шт,CATALENT UK SWINDON ZYDIS,Десмопрессин,1569,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/minirin-tab-rassas-60mkg-30-58715/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/kMjKt5UB_o6zmeq9acIb-300x300,Инвокана 100 мг Таблетки покрытые пленочной оболочкой 30 шт,Янссен,Канаглифлозин,3278,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/invokana-tabl-p-p-o-100mg-30-191064/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/UaJZq5YBuDZ3SNYhD5bg-300x300,Вилдаглиптин Гликвитабс Таблетки 50 мг 60 шт,Фармстандарт,Вилдаглиптин,1056,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildagliptin-glikvitabs-0-05-n60-tabl-665214/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/DmRfu5UB5yfJBvc3NmHC-300x208,Сиофор Лонг Таблетки с пролонгированным высвобождением 500 мг 60 шт,Berlin-Chemie,,301,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/siofor-long-tab-prolong-500mg-n60-663840/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/2ReOb5sBOkTyP3bfrYIP-300x300,Набор из двух упаковок Галвус Мет Таблетки 50 мг + 500 мг 30 шт,,,3194,3994,https://gorzdrav.org/category/sredstva-ot-diabeta/p/bundle_galvus-met-tabl-p-o-50mg-500mg-n30-32802-2/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/4daNtZUB4hniyrJC_JUd-300x266,Галвус Мет Таблетки покрытые пленочной оболочкой 50 мг + 500 мг 30 шт,Новартис Фарма,Вилдаглиптин+Метформин,1997,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/galvus-met-tabl-p-o-50mg-500mg-n30-32802/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/X3OMuJUB4hniyrJC29gK-193x300,Мерифатин Таблетки 1000 мг 60 шт,Фармасинтез,Метформин,186,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/merifatin-tabl-p-o-1000mg-60-205381/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/h4nftZUB4hniyrJCTp5G-300x300,Октолипен Концентрат для приготовления раствора для инфузий 30 мг/мл 10 мл ампулы 10 шт,Фармстандарт,Тиоктовая кислота,577,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/oktolipen-konc-d-rra-0-03-ml-amp-10ml-n10-40831/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/ucoLVpgBEl21vw0Wowog-300x300,"Семуглин Раствор для подкожного введения шприц-ручка 0,25мг/0,5мл/доза 3мл + Игла 8 шт",Фармасинтез,Семаглутид,4963,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/semuglin-0-25-0-5mg-doza-3ml-n1-shpricruchka-rr-p-k-igla-n4-665368/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/PVbdtZUBrbRC1cy5RxYu-300x300,Глимепирид-Вертекс Таблетки 2 мг 30 шт,Вертекс,Глимепирид,310,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-verte-tabl-2mg-n30-40806/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/VpQ6uZUBybk0vr4zcGtw-300x163,Гликлазид-Вертекс Таблетки с пролонгированным высвобождением 60 мг 30 шт,Вертекс,Гликлазид,276,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gliklazid-mvverteks-tab-prolong-vys-60mg-n30-300347/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/cmYOVpgBEl21vw0WyT2y-300x300,Семуглин Раствор для подкожного введения шприц-ручка 1мг/доза 3мл + Игла 4 шт,Фармасинтез,Семаглутид,4890,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/semuglin-0-001-doza-3ml-n1-shpricruchka-rr-p-k-igla-n4-665151/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/6x8ktpUBrbRC1cy5sYPl-300x300,Минирин Мелт таблетки-лиофилизат 120 мкг 30 шт,Ферринг,Десмопрессин,3157,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/minirin-tabl-d-rassas-120mkg-n30-55163/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/fZgktpUBybk0vr4zSwhA-300x300,"Випидия Таблетки покрытые пленочной оболочкой 12,5 мг 28 шт",Hemofarm,Алоглиптин,1189,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vipidija-tab-p-pl-ob-12-5mg-28-55082/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/TZACkZYBa7_a2x-rc01P-300x300,Лусефи Таблетки 5 мг 30 шт,СЕРВЬЕ РУС,Лусеоглифлозин,3520,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/lusefi-5mg-tabl-p-pl-ob-n30-665876/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/AtCstZUB4hniyrJCQatu-300x300,Амарил М Таблетки 2 мг + 500 мг 30 шт,Санофи,Глимепирид+Метформин,1278,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/amaril-m-tabl-2mg-500mg-n30-35932/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Fw7ctZUBybk0vr4z-4Vj-300x300,Октолипен капсулы 300 мг 30 шт,Фармстандарт,Тиоктовая кислота,412,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/oktolipen-kaps-300mg-n30-40768/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/wpcsu5UBJVujGJtQ4mzt-300x185,Октолипен Таблетки 600 мг 60 шт,Фармстандарт,Тиоктовая кислота,1561,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/oktolipen-0-6-n60-tabl-p-plen-oboloch-649560/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/35xdupUBarzHQIadkTTX-300x200,Ситадиаб Таблетки 100 мг 28 шт,Гедеон Рихтер,Ситаглиптин,628,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sitadiab-tabl-p-o-100mg-n28-631138/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/-KXvtZUB4hniyrJCJ2bA-300x300,Комбоглиз Пролонг Таблетки с модифицированным высвобождением покрытые пленочной оболочкой 1000 мг + 5 мг 28 шт,AstraZeneca,Метформин+Саксаглиптин,3643,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/kombogliz-prolong-tabl-p-pl-ob-1000mg-5mg-n28-42422/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/zpQluZUB4hniyrJCbPuv-300x300,Эводин Таблетки покрытые пленочной оболочкой 5 мг 28 шт,Герофарм,Эвоглиптин,1247,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/evodin-tabl-p-o-5mg-28-211548/
,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/tpR5uZUB7vQMbYfxsQO9-300x300,Субетта Таблетки для рассасывания 100 шт,МАТЕРИА МЕДИКА,Антитела к эндотелиальной NO-синтазе,735,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/subetta-tab-d-rass-100-334219/
,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/yacPtZUBrbRC1cy53DkR-300x300,Глютаминовая кислота Таблетки 250 мг 10 шт,Татхимфармпрепараты,Глутаминовая кислота,101,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljutaminovaja-kislota-tabl-250mg-n10-3674/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/k6JPuZUBBKIAJbhrZX2K-300x300,Глюкованс Таблетки 5 мг + 500 мг 60 шт,МЕРК,Глибенкламид+Метформин,1074,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljukovans-tabl-p-o-500mg-n60-300778/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/g9XQt5UB4hniyrJCSUys-300x300,"Трулисити раствор для подкожного введения 1,5 мг/0,5 мл шприц-ручка 4 шт",Lilly France,Дулаглутид,6510.6,7234,https://gorzdrav.org/category/sredstva-ot-diabeta/p/trulisiti-rr-d-pk-v1-5mg-0-5ml-shpruch4-187549/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/hDnctZUBrbRC1cy5VQ7p-300x300,Глимепирид-Вертекс Таблетки 3 мг 30 шт,Вертекс,Глимепирид,466,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-verte-tabl-3mg-n30-40807/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/JJFPuZUB7vQMbYfxNTyi-300x300,"Глюкованс Таблетки покрытые оболочкой 2,5 мг + 500 мг 60 шт",МЕРК,Глибенкламид+Метформин,933,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljukovans-tab-p-o-500mg-60-300777/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/tgyxtZUBrbRC1cy5ZKT3-300x300,Глюкофаж Лонг 500 мг Таблетки пролонгированного действия 30 шт,Нанолек,Метформин,205,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljukofazh-long-tabl-p-o-500mg-n30-36686/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/lzleu5UB5yfJBvc3ab9K-300x208,Сиофор Лонг Таблетки с пролонгированным высвобождением 750 мг 60 шт,Berlin-Chemie,,439,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/siofor-long-tab-prolong-750mg-n60-663841/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/IRBXupUBu1bHOSl1rAXC-300x300,Синджарди Таблетки покрытые пленочной оболочкой 1000 мг + 5 мг 60 шт,Берингер,Метформин+Эмпаглифлозин,5476,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sindzhardi-1-0-0-005-n60-tabl-p-plen-oboloch-600025/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/UZWLtZUB4hniyrJCZjJo-300x300,Тиоктацид 600 Т Раствор для внутривенного введения 25 мг/мл 24 мл ампулы 5 шт,Меда Фарма,Тиоктовая кислота,1713,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/tioktacid-konc-d-rra-d-inf-600mg-25ml-amp-24ml-n5-32541/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Y-5dupUBu1bHOSl1pwkS-197x300,Глюкоза Порошок для приготовления раствора для приема внутрь,ЛЕКАРЬ,Декстроза,421,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljukoza-dlja-gljukozotolerantnogo-testa-75-0-604034/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Qwzut5UB4hniyrJCJs9K-300x169,Велметия Таблетки покрытые оболочкой 850 мг + 50 мг 56 шт,Берлин-Фарма,Метформин+Ситаглиптин,3187,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/velmetija-tabl-p-o-850mg-50mg-56-198381/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/c30PtZUBrbRC1cy5kRh6-300x300,Глюренорм Таблетки 30 мг 60 шт,Берингер,Гликвидон,740,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gljurenorm-tabl-30mg-n60-3673/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/7BOMupUBRjkwyzW3csSb-300x237,Агарта Таблетки 50 мг 30 шт,Гедеон Рихтер,Вилдаглиптин,589,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/agarta-tabl-50mg-n30-643074/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/YzpBupUBRjkwyzW3aR31-300x276,Росинсулин Аспарт Р Раствор для внутривенного и подкожного введения картридж в шприц-ручке 3 мл 5 шт,МЕДСИНТЕЗ ЗАВОД,Инсулин двухфазный [человеческий генно-инженерный],2171,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rosinsulin-aspart-r-100me-ml-3ml-n5-kartridzh-v-shpricruchke-rr-v-v-p-k-623061/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/2pxDuZUB7vQMbYfxWENa-300x245,Метформин Лонг-Озон Таблетки с пролонгированным высвобождением 500 мг 60 шт,Озон,Метформин,359,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-long-tabl-p-v-500mg-60-210454/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/STJsupUBarzHQIadVXmy-300x169,Форсиглекс Таблетки 1000 мг + 50 мг 56 шт,Польфарма,Метформин+Ситаглиптин,1309,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/forsigleks-tabl-p-o-1000mg-50mg-n56-639693/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/GbuDtZUB4hniyrJCNMYk-300x300,Амарил Таблетки 1 мг 30 шт,Санофи,Глимепирид,541,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/amaril-tabl-1mg-n30-31300/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/WsKQupUBu1bHOSl1bD7U-300x300,Вилдаглиптин-Озон Таблетки 50 мг 56 шт,Озон,Вилдаглиптин,1340,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildagliptin-0-05-n56-tabl-644293/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/OFjjupUBRjkwyzW3Q-ht-300x300,Глипвило Таблетки 50 мг 56 шт,КРКА,Вилдаглиптин,688,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glipvilo-tabl-50mg-n56-647094/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/gIPpuZUBVT-7ZLtgM5jA-300x200,Инкресинк Таблетки 25 мг + 15 мг 28 шт,Такеда Фармасьютикалс,Алоглиптин+Пиоглитазон,1368,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/inkresink-0-025-0-015-n28-tabl-p-plen-oboloch-337783/
